date,tweet,word
2019-12-03 23:34:07+00:00,"Amazon India demuestra que el #storytelling es parte fundamental de su modelo de negocio, a través de las “cajas que cuentan historias ”. Conozca todo sobre esta iniciativa aquí: http://bit.ly/2XRjcDy",amazonindia
2019-12-03 23:21:26+00:00,On Amazon India i don't think bighit has officially selling albums coz the rates are more than double,amazonindia
2019-12-03 23:04:10+00:00,Infinity (JBL) Hardrock 210 Deep Bass 2.1 Channel Multimedia Speaker [44% discount] https://amzn.to/2Rjx48u #AmazonIndia #DealsOnElectronics,amazonindia
2019-12-03 21:04:05+00:00,Infinity (JBL) Fuze Pint Dual EQ Deep Bass Portable Wireless Speaker (Charcoal Black) [63% discount] https://amzn.to/2Yc6fEC #AmazonIndia #DealsOnElectronics,amazonindia
2019-12-03 20:04:03+00:00,"iBall Piano 423 High Speed 4 Port USB 2.0 HUB, Black [43% discount] https://amzn.to/2JQu51s #AmazonIndia #DealsOnPC",amazonindia
2019-12-03 19:11:18+00:00,"US vows 100% tariffs on French Champagne, cheese, handbags as retaliation for French digital taxes that impact Google, Facebook, Apple and Amazon. India better watch out as these cos get stronger here! ",amazonindia
2019-12-03 19:09:10+00:00,"#AmazonPrime #amazonfraud #amazonsupport #amazonindia #amazon https://www.consumercomplaints.in/amazon-india-received-bowl-instead-of-a-lg-microwave-oven-c2526355 #LG @amazon @amazonaffilia @amazonIN @AmazonINoffers @amazonindia8 Tagging you guys please act on our complaint. Also you can see on package slip, its a cardboard box of LG having bowls inside.",amazonindia
2019-12-03 19:04:04+00:00,"Sennheiser CX 180 Street II In-Ear Headphone (Black), without Mic. [31% discount] https://amzn.to/2JZu63g #AmazonIndia #DealsOnElectronics",amazonindia
2019-12-03 18:53:26+00:00,WELLGO AFFILIATE: AMAZON DSLR CAMERA................AMAZON.INDIA....... https://wellgoaffiliate.blogspot.com/2019/11/blog-post_57.html?spref=tw,amazonindia
2019-12-03 18:52:59+00:00,WELLGO AFFILIATE: AMAZON .COM AND AMAZON INDIA ......... https://wellgoaffiliate.blogspot.com/2019/11/amazon-india-click-here.html?spref=tw,amazonindia
2019-12-03 17:07:52+00:00,Amazon India is a big meme when it comes to Nintendo tbh,amazonindia
2019-12-03 16:55:15+00:00,That's amazon India for you God I can't wait to be out of this country,amazonindia
2019-12-03 16:51:04+00:00,"I'm sorry to hear of the issue you are facing Phyllis. To clarify, which of our websites are you trying to access? For example Amazon (India, US, UK) etc? Have you received an e-mail from our Account Specialists in relation to your account? ^KI",amazonindia
2019-12-03 16:23:56+00:00,"Dear Amazon India, @amazonIN when return for international products is so difficult, why are you even selling those. Please stop harassing us.",amazonindia
2019-12-03 15:08:16+00:00,Amazon Indiaないの？少なくともAmazon USは日本のものがたくさんあって困らない。,amazonindia
2019-12-03 14:56:07+00:00,A super-snack that you can always bank on especially for those untimely munchies or unplanned binge sessions. Find us on @amazonindia or in stores near you. #LimeAndChilli #snacktime #Guiltfreesnacking #highprotein #mrmakhana #nomnom,amazonindia
2019-12-03 13:48:14+00:00,@amazonIN @amazon Amazon India and Amazon Help by when we can get same over Amazon India website???,amazonindia
2019-12-03 13:45:26+00:00,Up To 75% off on Home Products At Amazon India ,amazonindia
2019-12-03 13:32:33+00:00,#Fossils6tour2019 ComePreparedUseHeadphones Spotify: http://bit.ly/SpotifyFossils6 Saavn: http://bit.ly/SaavnFossils6 Gaana: http://bit.ly/GaanaFossils6 Apple Music: http://bit.ly/AppleMusicFoss… Google Play Store: http://bit.ly/GooglePlayMusi… Prime Music (Amazon India): http://bit.ly/AmazonINFossil…,amazonindia
2019-12-03 13:14:57+00:00,Not available on Amazon india,amazonindia
2019-12-03 13:04:14+00:00,JBL GO Portable Wireless Bluetooth Speaker with Mic (Blue) [41% discount] https://amzn.to/2UjgN26 #AmazonIndia #DealsOnElectronics,amazonindia
2019-12-03 12:37:12+00:00,"Amin Ahsan Islahi's book ""Fundamentals of Hadith Interpretation"" available in Amazon India https://amzn.to/31ZqoOA #Fundamentals #Hadith #Interpretation #JavedAhmadGhamidi #Books #Islamicbook #Online #Ecommerce #Amazon #OnlineMarketing #onlineshopping #AmazonIndia",amazonindia
2019-12-03 12:25:40+00:00,It's live!! #NewRelease #Romance On Amazon India: http://www.amazon.in/dp/B0828811WR,amazonindia
2019-12-03 12:06:39+00:00,"@amazon what is this kind of behaviour? Can you guys not even do a proper investigation? If the customer has received an empty package, and your investigation team is saying, they can't do anything, then why the hell do you even have a team? #amazon #amazonindia #fraud",amazonindia
2019-12-03 12:03:57+00:00,Maono AU-D422L Over-Ear Bluetooth Wireless Headphones with Built in Mic (Blue and Black) [58% discount] https://amzn.to/2Nlnxd0 #AmazonIndia #DealsOnElectronics,amazonindia
2019-12-03 11:40:59+00:00,Keywords play an important role in preparing a killer product listing on #AmazonIndia! Find out how to find suitable keywords to skyrocket your sales. #AmazonKeywords #OptimizeProductListing #StepstoFindProperKeywords #AmazonProductResearchTool,amazonindia
2019-12-03 11:24:23+00:00,#amazonindia is not taking any responsibility nor providing any support for warranty related claims. Product purchased from them started malfunctioning within a month and neither manufacturers nor amazon taking responsibility or providing support under warranty,amazonindia
2019-12-03 10:53:02+00:00,Adult Coloring: A way to relax and rejuvenate! via @indiblogger https://www.indiblogger.in/post/adult-coloring-a-way-to-relax-and-rejuvenate #AdultColoring #Colors @AmazonIndia #colorgram,amazonindia
2019-12-03 09:49:18+00:00,A unique addition to any cooks collection. ★PASSION IN THE KITCHEN★ http://amzn.to/2HS7XER http://wp.me/P5rIsN-fb CynB_Ainsworthe bookboost #ASMSG ✎via Pizzazz Book Promotions http://wp.me/P5rIsN-Ft #amazonindia,amazonindia
2019-12-03 09:23:01+00:00,Amazon india,amazonindia
2019-12-03 09:21:16+00:00,"A force to be reckoned with, she had a score to settle. ★WIPE OUT★ Amazon: http://amzn.to/2HCafYh or Smashwords: http://bit.ly/_Wipe_Out http://wp.me/P5rIsN-3Mz #ASMSG bookboost #amazonindia",amazonindia
2019-12-03 09:13:29+00:00,GIMBLES .... Best filmmaking equipment i have bought. Cant live without them #gimbles #gimblestabilizer #dji #djiosmo2 #djironinsc #djironins #cinematography #cinematography #gadgets #amazonindia #filmmakinglife… https://www.instagram.com/p/B5mtYtvl37v/?igshid=1nn17h02ve92e,amazonindia
2019-12-03 08:56:23+00:00,I have answered all the questions correctly Thank you Amazon India #AmazonWorldTVDayQuiz,amazonindia
