date,tweet,word
2019-11-10 23:21:14+00:00,"Mansoor, could you please let us know the reason so that we can see what best we can do for you if there is an issue. If you still wish to have your account deactivated, please confirm with us the below details via DM, and we'd proceed (cont) http://srkl.in/l/6013BICdXL",myntra
2019-11-10 23:13:51+00:00,How to terminate a account @myntra permanently.Please let me know the complete details.,myntra
2019-11-10 21:39:58+00:00,Salo phle fraud krte ho fir bebkuf banate ho,myntra
2019-11-10 21:39:40+00:00,Tumne 24 hour bole the abhi 30 hour se bhi jyada ho gye hai aur koi refund ni aya hai,myntra
2019-11-10 21:36:12+00:00,Sir u don't expect any thing for myntra. bcoz myntra is biggest fraud company in india....,myntra
2019-11-10 21:35:24+00:00,Harshit! That's not the impression we want you to have of us. Please be assured that the complaint is being worked with the utmost priority. As promised on the email that was sent to your registered email address on 09 Nov 2019 kindly allow (cont) http://srkl.in/l/6016BICdVj,myntra
2019-11-10 21:31:17+00:00,Don't any expect for myntra bcoz myntra is also permitted to all things...and plz avoid to this company bcoz myntra is biggest fraud company in india...myntra is intentionally cheating with all customers..basically ye ek ghatiya aur fraud company hai..,myntra
2019-11-10 21:28:03+00:00,"Sign-up using my code z4fysj on the Myntra App &amp; get points worth Rs. 100 as well as extra Rs.500 off and free shipping on your first order. Download the App using - https://myntra.onelink.me/eWcy?pid=Referral Hurry, it doesn’t get better than this! Download the Myntra App NOW!",myntra
2019-11-10 20:42:05+00:00,Lovely ,myntra
2019-11-10 20:32:34+00:00,"Thanks for letting us know, Sumit! While we strive to provide the best customer service, we seem to have missed the mark here. We have taken this instance as an area of learning and will ensure that all your future experiences are nothing (cont) http://srkl.in/l/6011BICdTb",myntra
2019-11-10 19:38:08+00:00,"That surely is a point, Anjali! We've passed on the feedback internally to make sure to look into the alternatives and as we are doing that, we appreciate your conservative instincts. Rest assured, Goodnight Anjali! -RA",myntra
2019-11-10 19:11:31+00:00,"Hi @BhavishDesai, are you in India? We can contact Bran Eyes on your behalf if so. Is that something you might be interested in?",myntra
2019-11-10 18:43:07+00:00,"@myntra @MyntraSupport i have responded multiple times that ask your case manager to cancel and refund. There is no need to waste further time by trying to get in touch with me. I need my refund pls, nothing to discuss more. Hope you understand now. @_Amar_N",myntra
2019-11-10 18:42:15+00:00,"We wouldn’t want such an experience for you, Amit! Be assured that our case manager will contact you at the earliest between 11:00 AM to 08:00 PM & address your concern on priority. Please cooperate with us meanwhile. ^SU",myntra
2019-11-10 18:35:07+00:00,Myntra i need to talk to someone who listens your customer care sucks they keep repeating the same thing even after telling them everything they're like robots call me,myntra
2019-11-10 18:33:46+00:00,"We get your concern, Jaskirat! We comprehend how upsetting it is to wait for the order and understand that you wish to cancel the order pertaining to order number ending with XXXXXXX-XXXXXXX-3947701. Regret to inform you that we do not (cont) http://srkl.in/l/6017BICdJD",myntra
2019-11-10 18:32:20+00:00,Myntra diye bir siteden sürekli reklam geliyor bunu nasil yok ederim bıktım vallahi bilen varsa bunun yolunu yazabilir mi,myntra
2019-11-10 18:25:28+00:00,@myntra @MyntraSupport have not received any DM. All i need is my refund ASAP pls.,myntra
2019-11-10 18:22:11+00:00,We have replied via DM. Please have a check. -KS,myntra
2019-11-10 18:21:29+00:00,We have replied via DM. Please have a check. -KS https://twitter.com/messages/compose?recipient_id=89443197,myntra
2019-11-10 18:14:14+00:00,"Hi, Rohit! It seems you're a bit perturbed regarding the cashback offer. Please be informed that the cashback point proceeds shall be posted to the customer's Debit Card linked account after 90 days from the month (cont) http://srkl.in/l/6010BICdH6 https://twitter.com/messages/compose?recipient_id=89443197",myntra
2019-11-10 18:13:08+00:00,@MyntraSupport i have DM you order details. Please refund ASAP.,myntra
2019-11-10 18:12:15+00:00,@Flipkart अब तो हद ही हो गई। मेरी पिछली परेशानी तो सही नहीं की ओर उप्पर से धोखाधड़ी ओर करने लगे । मने क्या मंगाया था और मुझे क्या भेजा । इसके कीमत भी कम है ओर इसकी साइज भी कम है। हद है धोखाधड़ी से । सर्म हो तो डूब मरो। @Flipkart @amazonIN @myntra ,myntra
2019-11-10 18:07:46+00:00,@myntra I just need my order canceled as you failed to ship since one month and refund ASAP. No Need to call me to confirm anything. Please ask your case manager to do ASAP as complaint opened since 03-Nov. No one actionized. @_Amar_N,myntra
2019-11-10 18:07:33+00:00,@myntra I used the HDFC debit card for order number 1125286-9401997-0552801 Why didn't I get the cash back???,myntra
2019-11-10 18:03:15+00:00,Hey Jaskirat! We have replied to you here - http://srkl.in/6011BICd1Z Please check. -AO,myntra
2019-11-10 18:00:47+00:00,Good,myntra
2019-11-10 17:58:48+00:00,"@_Amar_N sir, will you ask your team to help resolve. @myntra @MyntraSupport",myntra
2019-11-10 17:58:33+00:00,"What were you guys upto this weekend? Have you’ll binge watched season 1 of Myntra Fashion Superstar, yet? Catch all the 8 episodes &amp; then some more exclusively on the Myntra App - http://bit.ly/2CvS0Re #MyntraFashionSuperstar #StayStylish",myntra
